"_id","","Agency","Date","Job","Name","Tweet","Twitter_Handle","tweet_URL"
"5bb538c0196d4c919916c368",,"Small Business Administration","5/29/17 15:34","Senior Advisor, Office of Field Operations","Jefferson R. Thomas","RT @EricGreitens: On Memorial Day, we remember the fallen—the men and women who gave their lives for our country. For many, it is an intens…","@1JRT","http://twitter.com/@1JRT/status/869215483203121153"
"5bb538c0196d4c919916c40f",,"Small Business Administration","9/22/16 17:03","Senior Advisor, Office of Field Operations","Jefferson R. Thomas","RT @KellyannePolls: .@IvankaTrump to Colorado Women's Alliance: ""All issues are women's issues"" &amp; Trump will provide the jobs, strength &amp; l…","@1JRT","http://twitter.com/@1JRT/status/779003239240830977"
"5bb538c0196d4c919916c5f0",,"Small Business Administration","6/4/14 3:47","Senior Advisor, Office of Field Operations","Jefferson R. Thomas","RT @ashleewrich: THIS --&gt; @joniernst ""I look fwd to @BruceBraley lecturing me about what's best for women."" #iasen","@1JRT","http://twitter.com/@1JRT/status/474034646624108545"
"5bb538c0196d4c919916c65f",,"Small Business Administration","3/24/14 14:02","Senior Advisor, Office of Field Operations","Jefferson R. Thomas","RT @tnwahm: I didn't lose my insurance when I had my girls.  How silly to believe that women do. @DLoesch @janschakowsky http://t.co/hryqd4…","@1JRT","http://twitter.com/@1JRT/status/448097511430164480"
"5bb538c0196d4c919916c68f",,"Small Business Administration","2/28/14 19:52","Senior Advisor, Office of Field Operations","Jefferson R. Thomas","RT @saraforamerica: At @BexarGOP women's luncheon I liked @SmithermanTX, Stacey Branch represented @TexansForDan well, too.  Glad I went.  …","@1JRT","http://twitter.com/@1JRT/status/439488394369191937"
"5bb538c0196d4c919916c794",,"Small Business Administration","9/11/13 14:07","Senior Advisor, Office of Field Operations","Jefferson R. Thomas","RT @SenJohnThune: Today we honor the fallen, remember the heroes, &amp; give thanks to our military men &amp; women. Let us #NeverForget 9/11. http…","@1JRT","http://twitter.com/@1JRT/status/377795560499335168"
"5bb538c0196d4c919916c7dd",,"Energy","3/14/18 13:17","Deputy Press Secretary, Office of Public Affairs","Sara Marie Kinney","RT @SecretaryPerry: The men and women of the Cajun Navy heard the calls for help as Hurricane Harvey wreaked havoc on Texas, and they answe…","@SaraMarieK","http://twitter.com/@SaraMarieK/status/973910928512167939"
"5bb538c0196d4c919916c98f",,"Energy","8/18/11 19:15","Deputy Press Secretary, Office of Public Affairs","Sara Marie Kinney","RT @TXsecofstate: Today in 1920 the 19th amendment was ratified, granting women the right to #vote. http://t.co/6MXIj23","@SaraMarieK","http://twitter.com/@SaraMarieK/status/104270328636776448"
"5bb538c0196d4c919916ca3e",,"Energy","9/15/10 17:11","Deputy Press Secretary, Office of Public Affairs","Sara Marie Kinney","Republican women mtg! (@ Lamesa TX) http://4sq.com/bOEpwP","@SaraMarieK","http://twitter.com/@SaraMarieK/status/24587953983"
"5bb538c0196d4c919916cbf4",,"Housing and Urban Development","11/14/17 12:05","Special Assistant","Gregory Holmes","RT @JohnCleese: I see Fox News is doing its best to defend Moore,by discrediting women who are coming forward with allegations of disgustin…","@bezoar41","http://twitter.com/@bezoar41/status/930406412961964032"
"5bb538c0196d4c919916cc5c",,"Labor","4/17/17 18:47","Senior Advisor","Craig Leen","RT @theflabar: ICYMI: Jax women lawyers are fans of the proposed parental leave rule

""JWLA backs proposed parental leave rule:"" https://t.…","@craigleen","http://twitter.com/@craigleen/status/854043534881681408"
"5bb538c0196d4c919916cc61",,"Labor","3/8/17 17:43","Senior Advisor","Craig Leen","RT @FlaBarYLD: Baker-Egozi: This ISN'T just a rule for women. Applies to men. Hear stories, ""I missed my kid's birth b/c of trial, no conti…","@craigleen","http://twitter.com/@craigleen/status/839532085371158532"
"5bb538c0196d4c919916ccdf",,"Office of National Drug Control Policy","4/18/18 12:00","General Counsel","Lawrence Lloyd Muir","Now how am I going to know which women are way out of my league? https://t.co/YbAu5gASgG","@LawrenceMuir1","http://twitter.com/@LawrenceMuir1/status/986575299495198720"
"5bb538c0196d4c919916d14f",,"Office of National Drug Control Policy","10/1/16 23:18","General Counsel","Lawrence Lloyd Muir","Gosh #UGA has some beautiful women in the stands. They deserved that pass to be batted.","@LawrenceMuir1","http://twitter.com/@LawrenceMuir1/status/782358948414418949"
"5bb538c0196d4c919916d1f0",,"Environmental Protection Agency","2/26/17 16:25","Deputy Associate Administrator for Public Engagement","Amy Graham","In serving the public, these women have aided thousands w their actions &amp; commitment: https://t.co/cWP3LecANS  @WVTelegram @SenCapito #wvpol","@amyjgraham","http://twitter.com/@amyjgraham/status/835888430806679553"
"5bb538c0196d4c919916d21b",,"Environmental Protection Agency","7/20/16 20:11","Deputy Associate Administrator for Public Engagement","Amy Graham",".@SenCapito spoke w/ @TeenVogue yesterday about empowering young women &amp; her WV #GirlsRiseUp initiative. #RNCinCLE https://t.co/pzOURn8Fv1","@amyjgraham","http://twitter.com/@amyjgraham/status/755857664022687744"
"5bb538c0196d4c919916d27a",,"Environmental Protection Agency","4/29/15 18:36","Deputy Associate Administrator for Public Engagement","Amy Graham",".@SenCapito shares her advice for women – ""mostly don’t be afraid of failure."" http://t.co/YH4VRKNrYR #wvpol","@amyjgraham","http://twitter.com/@amyjgraham/status/593483988884393985"
"5bb538c0196d4c919916d27b",,"Environmental Protection Agency","4/29/15 18:34","Deputy Associate Administrator for Public Engagement","Amy Graham","RT @SenCapito: Great talking with @nscorp’s WiNS group. Glad more companies are offering women valuable networking opportunities. http://t.…","@amyjgraham","http://twitter.com/@amyjgraham/status/593483549354885120"
"5bb538c1196d4c919916d299",,"Environmental Protection Agency","3/1/15 14:51","Deputy Associate Administrator for Public Engagement","Amy Graham","RT @RSLC: We'll celebrate women in office &amp; encourage more leaders to run throughout #WomensHistoryMonth on @RSLC social media: http://t.co…","@amyjgraham","http://twitter.com/@amyjgraham/status/572046414651494400"
"5bb538c1196d4c919916d2a4",,"Environmental Protection Agency","1/26/15 23:08","Deputy Associate Administrator for Public Engagement","Amy Graham","RT @GaryShapiro: .@SenCapito discusses Diversifying Tech caucus to increase # of women, minorities &amp; vets in #tech sector http://t.co/3M2gn…","@amyjgraham","http://twitter.com/@amyjgraham/status/559850410547372032"
"5bb538c1196d4c919916d339",,"Environmental Protection Agency","8/26/14 17:46","Deputy Associate Administrator for Public Engagement","Amy Graham","RT @CapitoforWV: Great to be in Wheeling honoring the 94th anniversary of women earning the right to vote. #wvsen #WomenWithShelley http://…","@amyjgraham","http://twitter.com/@amyjgraham/status/504324103277674496"
"5bb538c1196d4c919916d4f2",,"Environmental Protection Agency","10/18/12 22:54","Deputy Associate Administrator for Public Engagement","Amy Graham","RT @BarbaraComstock: On MSNBC today, Andrea Mitchell agreed with me that MSNBC men get paid more than women.  Equal pay for equal work.. ...","@amyjgraham","http://twitter.com/@amyjgraham/status/259065007743049729"
"5bb538c1196d4c919916d4fb",,"Environmental Protection Agency","10/7/12 17:06","Deputy Associate Administrator for Public Engagement","Amy Graham","RT @toryburch: Did u know there r more than 10.1 million women owned businesses in US? Need to support growth through access to capital  ...","@amyjgraham","http://twitter.com/@amyjgraham/status/254991201944608769"
"5bb538c1196d4c919916d4ff",,"Environmental Protection Agency","9/25/12 17:08","Deputy Associate Administrator for Public Engagement","Amy Graham","VA Delegate @BarbaraComstock: ""More and more women are falling behind in the Obama economy"" http://t.co/2XGPHIJU #tcot #ObamaIsntWorking","@amyjgraham","http://twitter.com/@amyjgraham/status/250642924990242816"
"5bb538c1196d4c919916d500",,"Environmental Protection Agency","9/25/12 16:44","Deputy Associate Administrator for Public Engagement","Amy Graham","Florida AG @PamBondi disputes @stefcutter comments that women aren’t concerned about the last four years http://t.co/PPZLwywF #sayfie #tcot","@amyjgraham","http://twitter.com/@amyjgraham/status/250636884978593792"
"5bb538c1196d4c919916d7ad",,"Health and Human Services","3/16/18 21:37","Director, Center for Disease Control and Prevention Administration","Brenda Cote Fitzgerald","RT @rmayemsinger: Sorry, I'll show Donald Trump Jr. the same compassion he shows for immigrants, minorities, women, people in need of affor…","@bleecote","http://twitter.com/@bleecote/status/974761627118645248"
"5bb538c1196d4c919916d89d",,"Health and Human Services","2/17/18 12:52","Director, Center for Disease Control and Prevention Administration","Brenda Cote Fitzgerald","RT @TeaPainUSA: Today we salute Bob Mueller, Rod Rosenstein, their team of prosecutors and the brave men and women of the FBI as they boldl…","@bleecote","http://twitter.com/@bleecote/status/964844902898176000"
"5bb538c1196d4c919916d8cc",,"Health and Human Services","2/10/18 9:28","Director, Center for Disease Control and Prevention Administration","Brenda Cote Fitzgerald","RT @KaivanShroff: The list of Republican Party and Trump White House officials accused of assault against women is extensive. 

David Soren…","@bleecote","http://twitter.com/@bleecote/status/962256946610032640"
"5bb538c1196d4c919916d8d0",,"Health and Human Services","2/10/18 9:19","Director, Center for Disease Control and Prevention Administration","Brenda Cote Fitzgerald","RT @BarbraStreisand: Trump is accused of harassment and sexual assault by 16 women. Claims they are all lying. Now he defends his departed…","@bleecote","http://twitter.com/@bleecote/status/962254755891425281"
"5bb538c1196d4c919916d8d2",,"Health and Human Services","2/10/18 9:16","Director, Center for Disease Control and Prevention Administration","Brenda Cote Fitzgerald","RT @BarbraStreisand: Donald Trump - Misogynist-in-Chief - defends the accused, not the accuser. According to Trump, all women accusers are…","@bleecote","http://twitter.com/@bleecote/status/962254043933478913"
"5bb538c1196d4c919916d8d4",,"Health and Human Services","2/9/18 22:53","Director, Center for Disease Control and Prevention Administration","Brenda Cote Fitzgerald","RT @sasha6S: 45 grabs women by the p***y and feels it has the right to do that! He supports countless sexual abusers, he is a sexual abuser…","@bleecote","http://twitter.com/@bleecote/status/962097082063556608"
"5bb538c1196d4c919916d8d5",,"Health and Human Services","2/9/18 19:44","Director, Center for Disease Control and Prevention Administration","Brenda Cote Fitzgerald","RT @girlsreallyrule: If you want to know why women don't report Domestic Violence, EXHIBIT A: The President of the United States is now on…","@bleecote","http://twitter.com/@bleecote/status/962049519683756034"
"5bb538c1196d4c919916d911",,"Health and Human Services","2/2/18 16:54","Director, Center for Disease Control and Prevention Administration","Brenda Cote Fitzgerald","RT @riotwomennn: Please add names.   

Just a shout out to some women in news doing a fantastic job.  In no particular order:  @SRuhle @Apr…","@bleecote","http://twitter.com/@bleecote/status/959470027538882561"
"5bb538c1196d4c919916d967",,"Health and Human Services","1/24/18 20:49","Director, Center for Disease Control and Prevention Administration","Brenda Cote Fitzgerald","RT @SaysHummingbird: Lara Trump tells Fox that women who marched are too dumb to know why they're anti-Trump ""They just think that's the th…","@bleecote","http://twitter.com/@bleecote/status/956267639323725824"
"5bb538c1196d4c919916d9a4",,"Health and Human Services","1/20/18 19:35","Director, Center for Disease Control and Prevention Administration","Brenda Cote Fitzgerald","RT @renato_mariotti: On my way to #WomensMarchCHI to celebrate how women fueled the #Resistance! See you there!","@bleecote","http://twitter.com/@bleecote/status/954799458230898688"
"5bb538c1196d4c919916da69",,"Health and Human Services","1/2/18 3:01","Director, Center for Disease Control and Prevention Administration","Brenda Cote Fitzgerald","RT @BetteMidler: For all the women wanting and waiting to be seen and heard, who endure countless humiliations every day; for you, and for…","@bleecote","http://twitter.com/@bleecote/status/948026475697131520"
"5bb538c1196d4c919916da98",,"Health and Human Services","12/14/17 18:03","Director, Center for Disease Control and Prevention Administration","Brenda Cote Fitzgerald","So sad for these women and so mad at the lack of accountability @realDonaldTrump https://t.co/Gxqdo5pPiP","@bleecote","http://twitter.com/@bleecote/status/941368001835741184"
"5bb538c1196d4c919916dab0",,"Health and Human Services","12/11/17 23:07","Director, Center for Disease Control and Prevention Administration","Brenda Cote Fitzgerald","RT @EdKrassen: I call for all Americans to hold President Trump accountable for his crimes against women. No woman should feel as if they d…","@bleecote","http://twitter.com/@bleecote/status/940357362334031874"
"5bb538c1196d4c919916dab8",,"Health and Human Services","12/9/17 22:49","Director, Center for Disease Control and Prevention Administration","Brenda Cote Fitzgerald","RT @resistasista76: Over 1 million children and pregnant women are on the brink of losing health insurance https://t.co/SRZvfSOju4 via @Pol…","@bleecote","http://twitter.com/@bleecote/status/939628029369901056"
"5bb538c1196d4c919916db0f",,"Health and Human Services","11/23/17 23:33","Director, Center for Disease Control and Prevention Administration","Brenda Cote Fitzgerald","RT @tinyHandsOff: Donald Trump is a RAPIST &amp; SEXUAL PREDATOR
Raped 3 women &amp;1 little girl &amp; sexually harassed over 16 women
#SexualPredator…","@bleecote","http://twitter.com/@bleecote/status/933841040083177477"
"5bb538c1196d4c919916db17",,"Health and Human Services","11/21/17 22:17","Director, Center for Disease Control and Prevention Administration","Brenda Cote Fitzgerald","RT @Mikel_Jollett: Donald Trump and Roy Moore are both serial sexual predators.

Over TWO DOZEN women have come forward, on the record, wit…","@bleecote","http://twitter.com/@bleecote/status/933097038115303424"
"5bb538c1196d4c919916db1a",,"Health and Human Services","11/21/17 22:07","Director, Center for Disease Control and Prevention Administration","Brenda Cote Fitzgerald","RT @NBCNews: Reporter: ""What is your message to women?""

President Trump: ""Women are very special... I think it's very, very good for women…","@bleecote","http://twitter.com/@bleecote/status/933094536779218950"
"5bb538c1196d4c919916db20",,"Health and Human Services","11/21/17 16:14","Director, Center for Disease Control and Prevention Administration","Brenda Cote Fitzgerald","RT @funder: The 16 women who accused Trump of sexual assault are telling their story in one video-please share this far &amp; wide. RT if you a…","@bleecote","http://twitter.com/@bleecote/status/933005757854994438"
"5bb538c1196d4c919916db24",,"Health and Human Services","11/20/17 11:12","Director, Center for Disease Control and Prevention Administration","Brenda Cote Fitzgerald","RT @krassenstein: Dear Donald J. Trump,

You are literally accused of RAPING a child and groping multiple women.  All this while blatantly…","@bleecote","http://twitter.com/@bleecote/status/932567237260664832"
"5bb538c1196d4c919916db28",,"Health and Human Services","11/19/17 12:38","Director, Center for Disease Control and Prevention Administration","Brenda Cote Fitzgerald","RT @RVAwonk: OMFG --&gt; Alabama pastor supporting #RoyMoore claims ""more women are sexual predators than men"" &amp; says accusations against Moor…","@bleecote","http://twitter.com/@bleecote/status/932226643619450880"
"5bb538c1196d4c919916db33",,"Health and Human Services","11/17/17 7:45","Director, Center for Disease Control and Prevention Administration","Brenda Cote Fitzgerald","RT @Kris_Sacrebleu: We have video of trump saying he ""grabs women by the pussy"", along w 16 accusers who've stated trump sexually assaulted…","@bleecote","http://twitter.com/@bleecote/status/931428009994784769"
"5bb538c1196d4c919916dbfe",,"Defense","9/20/14 20:31","Protocol Officer","Laura Odato","RT @Slate: Everything is a ""women's issue"": http://t.co/nmnSDpZc2V http://t.co/RSD0BDnueT","@Laura_Odato","http://twitter.com/@Laura_Odato/status/513425359023640576"
"5bb538c1196d4c919916dc02",,"Defense","9/2/14 13:23","Protocol Officer","Laura Odato","RT @lenadunham: The way in which you share your body must be a CHOICE. Support these women and do not look at these pictures.","@Laura_Odato","http://twitter.com/@Laura_Odato/status/506794429827395584"
"5bb538c1196d4c919916dc14",,"Defense","1/6/14 21:35","Protocol Officer","Laura Odato","RT @Slate: Two reasons why men earn more than women: http://t.co/CL866Sd78n","@Laura_Odato","http://twitter.com/@Laura_Odato/status/420307610823565312"
"5bb538c2196d4c919916e768",,"Management and Budget","9/21/13 12:36","Associate Director for Economic Policy","Jeffrey Schlagenhauf","@BuffaloSomeday ah. Mine let me go to @buffalobills game last Sunday on her B-day with my son @Schlags77 my dad and sister. Good women!","@We4Bills","http://twitter.com/@We4Bills/status/381396631561977856"
"5bb538c2196d4c919916ea4a",,"Management and Budget","9/11/12 14:51","Associate Director for Economic Policy","Jeffrey Schlagenhauf","RT @buffalobills: MT @dsearcy21:  Let's show respect and remember all the men and women that we lost on this day. You are HEROS (9/11)","@We4Bills","http://twitter.com/@We4Bills/status/245534968489582593"
"5bb538c2196d4c919916ed24",,"Agriculture","4/19/17 0:31","State Executive Director, Farm Service Agency","Clarice Navarro",".@ChieftainNews #puebloproud Glad to see women being honored for their work! https://t.co/BXxBxCGto7?ssr=true #coleg #copolitics","@ClariceHD47","http://twitter.com/@ClariceHD47/status/854492586337116160"
"5bb538c2196d4c919916edf9",,"Agriculture","1/11/15 18:28","State Executive Director, Farm Service Agency","Clarice Navarro","http://t.co/euMnLMt6dV #womeningovernment @COpeakpolitics @lynn_bartels @Reince @denverpost @ChieftainNews @GOP #copolitics @politico","@ClariceHD47","http://twitter.com/@ClariceHD47/status/554344203141279744"
"5bb538c2196d4c919916ee3f",,"Agriculture","7/18/14 3:22","State Executive Director, Farm Service Agency","Clarice Navarro","RT @JQHdez: Republican women celebrating the unveiling of Manuel A. Toro Ct. In Longwood Florida.#RNC http://t.co/7W0omIxhwF","@ClariceHD47","http://twitter.com/@ClariceHD47/status/489973515198558208"
"5bb538c2196d4c919916ef04",,"Agriculture","2/13/18 16:50","State Executive Director - California, Farm Service Agency","Bettencourt Aubrey","RT @USDA: From historic homesteaders to contemporary cattle ranchers, women have been the cornerstone of America’s agriculture heritage. Le…","@AubBettencourt","http://twitter.com/@AubBettencourt/status/963455385477595136"
"5bb538c2196d4c919916ef0e",,"Agriculture","1/15/18 21:45","State Executive Director - California, Farm Service Agency","Bettencourt Aubrey","A fun honor to speak to a fired up group of #farm women @NFUDC’s Women’s Leadership Conference! Great opportunities… https://t.co/2P1kJm4Sx4","@AubBettencourt","http://twitter.com/@AubBettencourt/status/953020221194870784"
"5bb538c2196d4c919916ef1f",,"Agriculture","12/16/17 17:11","State Executive Director - California, Farm Service Agency","Bettencourt Aubrey","RT @SecretarySonny: Grateful for the bravery of the nearly 950 men &amp; women of @USDA's @forestservice who are fighting the fires in Californ…","@AubBettencourt","http://twitter.com/@AubBettencourt/status/942079803364012032"
"5bb538c3196d4c919916efa5",,"Agriculture","7/26/17 18:05","State Executive Director - California, Farm Service Agency","Bettencourt Aubrey","RT @Jenn_Bowles: Some background on Brenda Burman who could be first woman to lead @usbr #cawater #womeninwater https://t.co/z4ZiIKOBoZ","@AubBettencourt","http://twitter.com/@AubBettencourt/status/890271759957606400"
"5bb538c3196d4c919916f058",,"Agriculture","11/11/16 16:26","State Executive Director - California, Farm Service Agency","Bettencourt Aubrey","Our debt to the heroic men and valiant women in the service of our country can never be repaid. Harry S. Truman… https://t.co/u5ROCaKwd5","@AubBettencourt","http://twitter.com/@AubBettencourt/status/797113347938258945"
"5bb538c3196d4c919916f0c8",,"Agriculture","7/6/15 2:37","State Executive Director - California, Farm Service Agency","Bettencourt Aubrey","#USAWNT wins! Love the magic of a team of #women working together! Privileged 2B @ 1999 win &amp; awesome to watch our ladies win today!","@AubBettencourt","http://twitter.com/@AubBettencourt/status/617885144754434048"
"5bb538c3196d4c919916f1ff",,"Agriculture","11/22/13 20:43","State Executive Director - California, Farm Service Agency","Bettencourt Aubrey","RT @ngadc: Happy birthday, Abigail Adams! ""If we mean to have Heroes, Statesmen &amp; Philosophers, we should have learned women.” http://t.co/…","@AubBettencourt","http://twitter.com/@AubBettencourt/status/403987242336530432"
"5bb538c3196d4c919916f28f",,"Agriculture","8/10/12 2:44","State Executive Director - California, Farm Service Agency","Bettencourt Aubrey","1st of all, #USWNT GOOOOOOOOLD!!! Ladies brought their A game! Watching reminded me of being at the Rose Bowl in '99! Awesome women!","@AubBettencourt","http://twitter.com/@AubBettencourt/status/233755742690217984"
"5bb538c3196d4c919916f3c7",,"Homeland Security","10/12/17 0:40","Advisor","Craig M. Symons","RT @NumbersMuncher: Amazing that Clinton, Trump, and Weinstein all were accused of assaulting multiple women, yet Romney was the one accuse…","@CraigSymons","http://twitter.com/@CraigSymons/status/918275133986476033"
"5bb538c3196d4c919916f3da",,"Homeland Security","9/25/17 22:46","Advisor","Craig M. Symons","RT @jaketapper: WH CoS Kelly: each American when anthem played should cover heart &amp; ""think about all the men and women who have been maimed…","@CraigSymons","http://twitter.com/@CraigSymons/status/912448141898797056"
"5bb538c3196d4c919916f4ad",,"Homeland Security","3/26/17 21:43","Advisor","Craig M. Symons","RT @_ZD: @PhilDernerJr @shannonrwatts 

Shorts were only recently ok'd for men and women. And no, men can't wear leggings either.","@CraigSymons","http://twitter.com/@CraigSymons/status/846115361107968001"
"5bb538c3196d4c919916f5a3",,"Homeland Security","10/10/16 15:15","Advisor","Craig M. Symons","@everSoTweetly4u @jeanniology Alas, poor Mitt had a binder full of women.","@CraigSymons","http://twitter.com/@CraigSymons/status/785499122346450950"
"5bb538c3196d4c919916f71f",,"Homeland Security","9/17/15 2:17","Advisor","Craig M. Symons","RT @JohnnyMcNulty: Breaking: Trump, in a bold move to win women, upgrades Carly Fiorina to an ""8."" #GOPDebate","@CraigSymons","http://twitter.com/@CraigSymons/status/644334339489169413"
"5bb538c3196d4c919916f7ec",,"Labor","4/29/18 18:52","Special Assistant to the Secretary","Molly E. Conway","RT @OhNoSheTwitnt: Friendly reminder that the people upset about a makeup joke at Sarah Sanders’ expense defend a president who calls women…","@mollyconway","http://twitter.com/@mollyconway/status/990665149051801600"
"5bb538c3196d4c919916f7f3",,"Labor","4/27/18 17:16","Special Assistant to the Secretary","Molly E. Conway","RT @emrazz: Can you name all 59 women who came forward against Cosby? Can you name half of them? Can you name 5? Would you recognize them o…","@mollyconway","http://twitter.com/@mollyconway/status/989916081803481088"
"5bb538c3196d4c919916f804",,"Labor","4/18/18 16:59","Special Assistant to the Secretary","Molly E. Conway","RT @SkinsFanPG: It was not all that long ago when most people thought women could not do this. Many believed women could not handle the pre…","@mollyconway","http://twitter.com/@mollyconway/status/986650403663241216"
"5bb538c3196d4c919916f81f",,"Labor","4/8/18 15:25","Special Assistant to the Secretary","Molly E. Conway","RT @nowthisnews: Life coach Tony Robbins says women are using #MeToo to make themselves 'significant' — but this brave sexual abuse survivo…","@mollyconway","http://twitter.com/@mollyconway/status/983003022279237632"
"5bb538c3196d4c919916f83b",,"Labor","3/28/18 3:12","Special Assistant to the Secretary","Molly E. Conway","RT @BerniceKing: Happy #MuslimWomensDay! Thought today about incredible Muslim women who I’ve met and admire. And about those who I haven’t…","@mollyconway","http://twitter.com/@mollyconway/status/978832140149362690"
"5bb538c3196d4c919916f852",,"Labor","3/24/18 20:37","Special Assistant to the Secretary","Molly E. Conway","RT @SymoneDSanders: Naomi Wadler is currently standing in the gap for all of the black girls and black women who are victims of gun violenc…","@mollyconway","http://twitter.com/@mollyconway/status/977645712023449601"
"5bb538c3196d4c919916f862",,"Labor","3/21/18 14:16","Special Assistant to the Secretary","Molly E. Conway","RT @Noor_and_Alaa: All children and women are scared because the reigem forces target them every minute with all kind of weapons
#SaveGhout…","@mollyconway","http://twitter.com/@mollyconway/status/976462637608439809"
"5bb538c3196d4c919916f882",,"Labor","3/15/18 1:08","Special Assistant to the Secretary","Molly E. Conway","RT @womensmarchchi: Let's do this: ME PLUS 3. Get 3 friends to vote. Drive 3 neighbors to the Polls. Share a link to early voting locations…","@mollyconway","http://twitter.com/@mollyconway/status/974089961262735365"
"5bb538c3196d4c919916f8a5",,"Labor","3/9/18 22:48","Special Assistant to the Secretary","Molly E. Conway","RT @ShaunKing: If Obama paid off a porn star.

Or cheated on 3 wives.

Or had kids by 3 women. 

Or married an immigrant. 

Or had a host o…","@mollyconway","http://twitter.com/@mollyconway/status/972242832189779969"
"5bb538c3196d4c919916f8a8",,"Labor","3/8/18 22:48","Special Assistant to the Secretary","Molly E. Conway","Excellent way to start out #IWD2018 - fabulous panel!  My take away, strong women stand up for themselves, but also… https://t.co/aZHJ8fKkJm","@mollyconway","http://twitter.com/@mollyconway/status/971880393623392257"
"5bb538c3196d4c919916f90a",,"Labor","1/21/18 22:24","Special Assistant to the Secretary","Molly E. Conway","RT @womensmarchchi: Thanks to all of you, yesterday we were trending on twitter all day AND we were the number one trending march yesterday…","@mollyconway","http://twitter.com/@mollyconway/status/955204594572976128"
"5bb538c3196d4c919916f90f",,"Labor","1/21/18 4:18","Special Assistant to the Secretary","Molly E. Conway","RT @krassenstein: Massive Crowds at #womensmarch2018 in Cincinnati, Ohio.

Dear Donald Trump.  These people are Protesting YOU! https://t.c…","@mollyconway","http://twitter.com/@mollyconway/status/954931190640926725"
"5bb538c3196d4c919916f913",,"Labor","1/21/18 3:37","Special Assistant to the Secretary","Molly E. Conway","Glorious day resisting in Chicago.  #chicagowomensmarch #resistersisters #wewill https://t.co/L1nTWwSUcx","@mollyconway","http://twitter.com/@mollyconway/status/954920919503462401"
"5bb538c3196d4c919916f928",,"Labor","1/12/18 23:45","Special Assistant to the Secretary","Molly E. Conway","RT @sarahkendzior: I don't care that Trump had consensual sex with a porn star.

I care that he's been accused by at least 16 women of sexu…","@mollyconway","http://twitter.com/@mollyconway/status/951963259585945601"
"5bb538c3196d4c919916f97c",,"Labor","12/5/17 16:10","Special Assistant to the Secretary","Molly E. Conway","RT @MichaelSkolnik: 13 women have accused Trump of sexual assault or harassment:

Natasha Stoynoff
Rachel Crooks
Cathy Heller
Kristin Ander…","@mollyconway","http://twitter.com/@mollyconway/status/938078051790999562"
"5bb538c3196d4c919916f98e",,"Labor","11/30/17 23:06","Special Assistant to the Secretary","Molly E. Conway","RT @jemelehill: For the cheap seats: Stop teaching girls &amp; women how not to be sexually harassed and assualted. Start teaching boys &amp; men n…","@mollyconway","http://twitter.com/@mollyconway/status/936370930208657411"
"5bb538c3196d4c919916f993",,"Labor","11/28/17 21:12","Special Assistant to the Secretary","Molly E. Conway","RT @RepMaxineWaters: The men &amp; women of the @CFPB fight to protect consumers every day. We can’t let Trump ignore the law and Congress by u…","@mollyconway","http://twitter.com/@mollyconway/status/935617324660469760"
"5bb538c3196d4c919916f99b",,"Labor","11/25/17 21:13","Special Assistant to the Secretary","Molly E. Conway","RT @SarahLerner: “Why don’t women report” part eleventy billion. https://t.co/GvzjJQtBzU","@mollyconway","http://twitter.com/@mollyconway/status/934530536726519810"
"5bb538c3196d4c919916f9a5",,"Labor","11/20/17 2:41","Special Assistant to the Secretary","Molly E. Conway","RT @funder: Trump sexually assaulted dozens of women &amp; Republicans could literally care less. They roll their eyes &amp; act like “we all talke…","@mollyconway","http://twitter.com/@mollyconway/status/932438768757460992"
"5bb538c3196d4c919916f9a8",,"Labor","11/19/17 22:42","Special Assistant to the Secretary","Molly E. Conway","RT @Amy_Siskind: People, stop. If Trump can’t be kind to women, Muslims, Jews, blacks, LGBTQ, immigrants, DACA, poor children, refugees, Pu…","@mollyconway","http://twitter.com/@mollyconway/status/932378460873510912"
"5bb538c3196d4c919916f9aa",,"Labor","11/18/17 13:00","Special Assistant to the Secretary","Molly E. Conway","RT @Amy_Siskind: I know it takes a ton of courage, but I hope Trump’s many victims will come forward again.  The culture has shifted: women…","@mollyconway","http://twitter.com/@mollyconway/status/931869623527575552"
"5bb538c3196d4c919916f9bd",,"Labor","11/10/17 20:49","Special Assistant to the Secretary","Molly E. Conway","RT @GoAngelo: Hannity defends child molester Roy Moore and then chastises the women that spoke out, reminding them the ten commandments say…","@mollyconway","http://twitter.com/@mollyconway/status/929088601471807488"
"5bb538c3196d4c919916f9be",,"Labor","11/10/17 20:47","Special Assistant to the Secretary","Molly E. Conway","RT @aparnapkin: reminder: the only victory women get from coming forward is the hope that other women won't have to later, no medal, no mem…","@mollyconway","http://twitter.com/@mollyconway/status/929088127590895616"
"5bb538c3196d4c919916f9cb",,"Labor","11/3/17 11:09","Special Assistant to the Secretary","Molly E. Conway","RT @SenSanders: Today marks how far into 2017 Latina women must work to make what white men made in 2016. That's a pay gulf, not a pay gap.…","@mollyconway","http://twitter.com/@mollyconway/status/926406038861041670"
"5bb538c3196d4c919916f9ee",,"Labor","10/23/17 18:53","Special Assistant to the Secretary","Molly E. Conway","RT @PattyMurray: This is what a war on women looks like. https://t.co/4MQBDbn8kh","@mollyconway","http://twitter.com/@mollyconway/status/922536577473110017"
